year,Project_cde,trip_no,date,julian_day,Stat,Mgmt_area,length,tag_no,tag_batch_no,release_condition_cde,discard_status,comments
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104559,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104560,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104561,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104562,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104563,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104564,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104565,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.8,T-104566,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104567,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104568,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104569,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104570,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104571,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.7,T-104572,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104573,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104574,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104575,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104576,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104577,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.5,T-104578,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104579,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104580,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.9,T-104581,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104582,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104583,29,05,Retained; Bio. sample,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104584,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104585,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.6,T-104586,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104587,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,8.5,T-104588,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104589,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.8,T-104590,29,05,Retained; Bio. sample,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104591,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104592,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104593,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104594,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104595,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104596,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104597,29,05,Retained; Bio. sample,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104598,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104599,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.7,T-104600,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104601,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104602,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.9,T-104603,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104604,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.7,T-104605,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104606,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104607,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104608,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.6,T-104609,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104610,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104611,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104612,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104613,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.5,T-104614,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104615,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104616,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104617,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.9,T-104618,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104619,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104620,29,05,Retained; Bio. sample,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104621,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104622,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104623,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104624,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104625,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104626,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104627,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104628,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104629,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104630,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104631,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7,T-104632,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104633,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.6,T-104634,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104635,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104636,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104637,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104638,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104639,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104641,29,05,Retained,Void 104640
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104642,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104643,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104644,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104645,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104646,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104647,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104648,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104649,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104650,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104651,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104652,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104653,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104654,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104655,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104656,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104657,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104658,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104659,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104660,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.6,T-104661,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104662,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104663,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104664,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104665,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104666,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104667,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104668,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104669,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104670,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104671,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104672,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104673,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104674,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104675,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104676,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104677,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104678,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104679,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.8,T-104680,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.1,T-104681,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.8,T-104682,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104683,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104684,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104685,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104686,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104687,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104688,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104689,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.8,T-104690,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.8,T-104691,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104692,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.6,T-104693,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104694,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104695,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104696,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104697,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104698,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104699,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104700,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104701,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104702,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104703,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104704,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104705,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104706,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104707,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104708,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104709,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104710,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104711,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104712,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104713,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104714,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104715,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104716,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104717,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104718,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104719,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104720,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104721,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.3,T-104722,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104723,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104724,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.6,T-104725,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104726,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104727,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104728,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104729,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104730,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.4,T-104731,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104732,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104733,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104734,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.7,T-104735,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104736,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104737,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104738,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104739,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104740,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104741,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104742,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104743,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104744,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.1,T-104745,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104746,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104747,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104748,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104749,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104750,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104751,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104752,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104753,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104754,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104755,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104756,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104757,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104758,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104759,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104760,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104761,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104762,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104763,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104764,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.1,T-104765,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104766,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104767,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104768,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104769,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104770,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104771,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104772,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104773,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104774,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104775,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104776,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104777,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104778,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104779,29,05,Retained; Bio. sample,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104780,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104781,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104782,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.7,T-104783,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.8,T-104784,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104785,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104786,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104787,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104788,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.8,T-104789,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104790,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104791,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104792,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104793,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104794,29,05,Retained; Bio. sample,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104795,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104796,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104797,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104798,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104799,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104800,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104801,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104802,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104803,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104804,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104805,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104806,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104807,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104808,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.8,T-104809,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.8,T-104810,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104811,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.3,T-104812,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104813,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7,T-104814,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104815,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104816,29,05,Retained,NA
