year,catch,sigma_catch,upper_catch,lower_catch,fsh_cpue,sigma_fsh_cpue,truesigma_fsh_cpue,upper_fsh_cpue,lower_fsh_cpue,srv_cpue,sigma_srv_cpue,upper_srv_cpue,lower_srv_cpue,mr,sigma_mr,upper_mr,lower_mr,index
1999,1407.31423982928,0.05,2169.7622709013613,912.7881870687672,0.21515794964375423,0.08,0.013551725148066318,0.37059607688304774,0.1249148228558106,0.1949358482237743,0.08,0.33576477520451725,0.11317442367078634,NA,NA,NA,NA,24
2000,1440.48632997328,0.05,2220.906178640204,934.3037030543766,0.21120615089128564,0.08,0.012867993353048165,0.363789351327608,0.12262051654761347,0.17457196540958253,0.08,0.3006892639647928,0.10135171008477639,NA,NA,NA,NA,25
2001,1025.1284796217599,0.05,1580.517723020834,664.9013702440897,0.2324912399878504,0.08,0.015106514830765614,0.4004515826249121,0.134978057314152,0.24972311984117224,0.08,0.4301324151553148,0.1449824156142488,NA,NA,NA,NA,26
2002,958.57473075792,0.05,1477.906799898701,621.7344114734427,0.28971792511339006,0.08,0.01674006970429531,0.49902095938120383,0.16820230604359956,0.21530610004023665,0.08,0.3708512566512876,0.12500083492537747,NA,NA,NA,NA,27
2003,959.7824376015999,0.05,1479.7688124255162,622.5177337117565,0.35019140810006677,0.08,0.019121668105401356,0.6031827418643672,0.2033115568394085,0.2320784500011024,0.08,0.3997405777565411,0.13473840273407883,NA,NA,NA,NA,28
2004,1057.1272134442402,0.05,1629.852579017925,685.6558438418707,0.3297373807810075,0.08,0.018520092958688384,0.5679519623674771,0.19143650781854435,0.2126169829604044,0.08,0.36621942110110184,0.12343960707289996,NA,NA,NA,NA,29
2005,978.6417043408,0.05,1508.845563210433,634.7499100154714,0.3264579456783627,0.08,0.0208516290413013,0.5623033410386115,0.18953255746210956,0.25618311192640014,0.08,0.44125934645134607,0.14873291039407116,1.7426342795598757,0.05,2.6867504106453692,1.130277758687574,30
2006,971.0087171317599,0.05,1497.0772124102189,629.799131888403,0.3406911701231544,0.08,0.01916338808994361,0.586819177657102,0.1977959784192806,0.2138287332860047,0.08,0.3683065850547125,0.1241431161810619,2.1937765443767345,0.05,3.382310391000117,1.4228899687809167,31
2007,732.89179109488,0.05,1129.954428062846,475.3557879100477,0.38376084642253716,0.08,0.025674197388890218,0.6610039944189371,0.22280105489589908,0.22566793428921444,0.08,0.38869886641119517,0.13101663258386712,2.746317854418169,0.05,4.234204910157226,1.7812699001418792,32
2008,741.57617280848,0.05,1143.3437928933768,480.98850362898463,0.42395661139184193,0.08,0.024690574979827684,0.7302386791219748,0.2461376170308704,0.2248532301392499,0.08,0.38729558959852284,0.13054363762950352,1.771961877821516,0.05,2.7319669759321523,1.1492997258436592,33
2009,540.78362694568,0.05,833.7668143045815,350.7538632566528,0.3556312026173511,0.08,0.027867972220015753,0.6125524468206255,0.20646975280485466,0.2204055445062163,0.08,0.37963472998566405,0.12796143295666376,2.4876258927635853,0.05,3.835360045024853,1.6134815270798717,34
2010,512.92681404016,0.05,790.8178694852016,332.6858518417836,0.3436504636443911,0.08,0.02936025315524642,0.59191637518632,0.19951406332665073,0.21793299290006923,0.08,0.37537591488426453,0.12652593709701693,2.197806835830448,0.05,3.3885241946336713,1.4255040277631095,35
2011,427.33643489328,0.05,658.8567408551304,277.1716782472023,0.4074168555249367,0.08,0.03234413528258969,0.7017499867588647,0.2365350869936876,0.25388705059725103,0.08,0.4373045247853355,0.14739987996376813,NA,NA,NA,NA,36
2012,481.43555441136004,0.05,742.2654246424504,312.26052751011815,0.41802095276752854,0.08,0.029655552557186465,0.7200148793342851,0.24269153592247386,0.27114531636453104,0.08,0.46703080539801484,0.15741955720408274,1.853514649683779,0.05,2.857703021561613,1.2021950953864404,37
2013,471.10474713576,0.05,726.3376416213188,305.55993529185463,0.38511812299663983,0.08,0.029021068089668752,0.6633418182104379,0.2235890525650584,0.21010868972634872,0.08,0.3618990432867917,0.12198336060131354,2.0121686245623973,0.05,3.1023117941282274,1.305098533724615,38
2014,384.36310613368,0.05,592.6015259509372,249.29904984578448,0.39425038025354964,0.08,0.030237038811017445,0.679071558701557,0.22889099144023994,0.20711234088044717,0.08,0.35673802028437535,0.12024376238558535,NA,NA,NA,NA,39
2015,383.50556777808,0.05,591.2793945341062,248.74284792669843,0.3432307836821674,0.08,0.030979991601304383,0.5911935027672249,0.1992704086151975,0.18472056517318255,0.08,0.31816959069440554,0.10724370963117297,1.8918416788818848,0.05,2.91679468677483,1.2270541201211824,40
2016,316.10695391912,0.05,487.36587946872817,205.02790721613545,0.4109137448687601,0.08,0.03310265198248475,0.7077731593827943,0.2385652853370596,0.20228490713912275,0.08,0.3484230683669126,0.11744108634389529,NA,NA,NA,NA,41
2017,337.68578138944,0.05,520.6355816932077,219.02399867051625,0.35970606124997406,0.08,0.04555881337614103,0.6195711353032193,0.20883550431484704,0.22757031247269469,0.08,0.39197559354450817,0.13212110134362084,2.0646287252366875,0.05,3.1831934792198036,1.339124310507588,42
2018,396.79726033656004,0.05,611.7721972171151,257.36387911515715,0.4382596929832689,0.08,0.033970944733861703,0.7548748402951849,0.25444159513738956,0.21402866395480255,0.08,0.36865095309515794,0.12425919046099289,2.947908829530293,0.05,4.545012887205452,1.9120224040917733,43
2019,412.46991173408,0.05,635.9359033212003,267.52920726350203,0.32505924137416264,0.08,0.035401568630005306,0.5598941605797242,0.18872050798554543,0.1920522258163907,0.08,0.33079791642398965,0.11150027134316942,3.2138908003262063,0.05,4.955097308040256,2.0845390986895853,44
2020,499.44750675864,0.05,770.0358070647461,323.94313318789284,0.37518048426560247,0.08,0.05816197883540338,0.6462248586312017,0.21781953122620967,0.3574487567026676,0.08,0.6156830697637067,0.2075249750124193,3.13102868259243,0.05,4.82734254534593,2.030794483533792,45
2021,491.4047672164,0.05,757.635710256548,318.72658848305275,0.3144582411949979,0.08,0.040554768260338346,0.5416346025018571,0.18256585712710702,0.33592215949080106,0.08,0.5786048558814484,0.19502722123729288,NA,NA,NA,NA,46
