year,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,no_hooks,hooks_bare,hooks_bait,hook_invalid,hooks_sablefish,discard_status_cde,discard_status
2015,603,2,14796,MAGIA,2015-07-27,208,345701,710,9,44,4,32,1,3,01,Retained
2015,603,2,14796,MAGIA,2015-07-27,208,345701,710,9,45,5,27,0,8,01,Retained
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,11,45,6,14,4,6,01,Retained
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,11,45,5,28,1,2,01,Retained
2015,603,1,33468,MASONIC,2015-07-27,208,345603,710,10,45,7,27,0,8,01,Retained
2012,603,1,33468,MASONIC,2012-07-25,207,345631,710,2,43,30,2,0,8,01,Retained
2015,603,1,33468,MASONIC,2015-07-27,208,345603,710,11,43,15,5,0,16,01,Retained
2015,603,1,33468,MASONIC,2015-07-27,208,345603,710,11,45,28,1,0,15,01,Retained
2015,603,1,33468,MASONIC,2015-07-27,208,345603,710,11,44,28,5,0,8,01,Retained
2015,603,1,33468,MASONIC,2015-07-28,209,345603,710,12,45,11,13,1,17,01,Retained
2009,603,2,26017,IDA-JUNE,2009-07-31,212,345701,710,6,45,1,17,6,9,01,Retained
2012,603,1,33468,MASONIC,2012-07-26,208,345631,710,3,45,11,10,0,23,01,Retained
2015,603,1,33468,MASONIC,2015-07-28,209,345603,710,13,45,18,9,0,15,01,Retained
2011,603,2,57935,KAIA,2011-07-28,209,345701,710,9,44,5,29,1,4,01,Retained
2015,603,1,33468,MASONIC,2015-07-28,209,345603,710,13,45,10,10,0,20,01,Retained
1997,603,1,69054,KRUZOF,1997-08-11,223,345631,710,13,111,28,27,0,40,01,Retained
2015,603,2,14796,MAGIA,2015-07-24,205,345631,710,1,42,7,15,0,17,01,Retained
2011,603,2,57935,KAIA,2011-07-28,209,345701,710,10,46,3,36,1,4,01,Retained
2015,603,2,14796,MAGIA,2015-07-24,205,345631,710,1,44,11,7,1,20,01,Retained
2016,603,3,57935,Kaia,2016-07-29,211,345731,710,9,45,17,14,4,7,01,Retained
2015,603,2,14796,MAGIA,2015-07-24,205,345631,710,2,44,10,6,5,20,01,Retained
2011,603,2,57935,KAIA,2011-07-28,209,345701,710,11,45,7,19,5,10,01,Retained
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,1,45,8,18,0,13,01,Retained
2008,603,1,33468,MASONIC,2008-08-12,225,345631,710,14,45,5,24,0,10,01,Retained
2015,603,2,14796,MAGIA,2015-07-25,206,345631,710,3,44,4,16,0,8,01,Retained
2008,603,1,33468,MASONIC,2008-08-11,224,345631,710,11,44,7,19,2,15,01,Retained
2015,603,2,14796,MAGIA,2015-07-25,206,345631,710,4,44,13,11,10,6,01,Retained
2015,603,2,14796,MAGIA,2015-07-25,206,345631,710,4,45,3,7,0,32,01,Retained
2010,603,3,60168,SEAVIEW,2010-08-04,216,345731,710,12,45,5,30,1,9,01,Retained
2015,603,2,14796,MAGIA,2015-07-25,206,345631,710,4,45,10,21,0,10,01,Retained
2013,603,2,33468,MASONIC,2013-07-31,212,345701,710,4,45,5,10,12,9,01,Retained
2013,603,2,33468,MASONIC,2013-07-31,212,345701,710,4,44,8,11,1,14,01,Retained
2013,603,2,33468,MASONIC,2013-07-31,212,345701,710,5,46,13,18,2,9,01,Retained
2013,603,2,33468,MASONIC,2013-07-31,212,345701,710,5,46,8,18,0,11,01,Retained
2010,603,3,60168,SEAVIEW,2010-08-05,217,345701,710,14,44,6,21,0,14,01,Retained
2013,603,2,33468,MASONIC,2013-07-31,212,345701,710,5,42,12,15,0,6,01,Retained
2011,603,1,59497,PACIFIC DAWN,2011-07-28,209,345631,710,10,45,13,3,1,21,01,Retained
2011,603,1,59497,PACIFIC DAWN,2011-07-28,209,345631,710,8,44,2,16,1,19,01,Retained
2004,603,1,33468,MASONIC,2004-08-05,218,345603,710,1,45,12,26,0,7,01,Retained
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,14,45,4,26,0,9,01,Retained
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,14,45,11,25,0,5,01,Retained
2004,603,1,33468,MASONIC,2004-08-06,219,345603,710,2,44,15,3,1,22,01,Retained
2004,603,1,33468,MASONIC,2004-08-06,219,345603,710,2,44,13,4,0,20,01,Retained
2008,603,2,18613,CHARLES T,2008-08-10,223,345701,710,9,45,6,22,0,10,01,Retained
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,14,45,3,18,2,11,01,Retained
2017,603,2,57935,Kaia,2017-07-31,212,345631,710,2,45,15,8,0,17,01,Retained
2017,603,2,57935,Kaia,2017-07-31,212,345631,710,2,46,9,15,0,14,01,Retained
2017,603,2,57935,Kaia,2017-07-31,212,345631,710,2,45,11,12,0,19,01,Retained
2006,603,2,18613,CHARLES T,2006-08-04,216,345701,710,7,44,12,15,0,12,01,Retained
2017,603,2,57935,Kaia,2017-07-31,212,345631,710,2,45,11,6,5,18,01,Retained
2011,603,1,59497,PACIFIC DAWN,2011-07-27,208,345603,710,5,44,15,1,0,15,01,Retained
2017,603,2,57935,Kaia,2017-08-01,213,345631,710,4,45,9,8,0,18,01,Retained
2008,603,2,18613,CHARLES T,2008-08-10,223,345701,710,10,45,3,36,1,4,01,Retained
2017,603,2,57935,Kaia,2017-08-01,213,345631,710,4,45,11,3,0,24,01,Retained
2006,603,2,18613,CHARLES T,2006-08-04,216,345701,710,7,45,7,24,0,11,01,Retained
2005,603,2,18613,CHARLES T,2005-07-29,210,345631,710,5,45,17,4,1,15,01,Retained
2017,603,2,57935,Kaia,2017-08-01,213,345631,710,4,46,8,7,4,18,01,Retained
2006,603,2,18613,CHARLES T,2006-08-04,216,345701,710,8,46,5,19,0,19,01,Retained
2006,603,2,18613,CHARLES T,2006-08-04,216,345701,710,8,48,10,26,1,11,01,Retained
2001,603,3,26017,IDA-JUNE,2001-08-10,222,345731,710,5,46,9,5,0,31,01,Retained
2006,603,2,18613,CHARLES T,2006-08-05,217,345701,710,9,46,4,25,0,13,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,11,45,10,10,3,19,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,11,45,5,23,1,15,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-10,222,345701,710,15,45,10,16,7,11,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,11,45,9,14,1,16,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,12,45,0,0,34,9,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,12,45,6,28,0,8,01,Retained
2004,603,2,18613,CHARLES T,2004-08-09,222,345701,710,13,45,16,16,0,10,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,12,45,13,11,0,15,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-10,222,345701,710,15,45,10,16,0,19,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,12,45,10,16,0,16,01,Retained
2004,603,2,18613,CHARLES T,2004-08-09,222,345701,710,13,45,14,12,0,14,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,12,45,8,13,0,19,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,13,45,5,15,11,12,01,Retained
2004,603,1,33468,MASONIC,2004-08-07,220,345603,710,7,45,9,16,0,19,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,13,46,12,12,5,15,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,10,42,10,13,0,13,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,10,44,9,17,0,13,01,Retained
2014,603,1,33468,MASONIC,2014-08-05,217,345603,710,11,46,4,27,0,14,01,Retained
2014,603,1,33468,MASONIC,2014-08-05,217,345603,710,11,44,11,17,0,12,01,Retained
2014,603,1,33468,MASONIC,2014-08-05,217,345603,710,12,45,7,25,1,10,01,Retained
2014,603,1,33468,MASONIC,2014-08-05,217,345603,710,12,43,6,27,0,7,01,Retained
2014,603,1,33468,MASONIC,2014-08-05,217,345603,710,13,44,6,15,0,13,01,Retained
2014,603,1,33468,MASONIC,2014-08-05,217,345603,710,13,45,19,3,5,15,01,Retained
2010,603,1,33468,MASONIC,2010-08-05,217,345603,710,14,45,10,16,4,11,01,Retained
2015,603,1,33468,MASONIC,2015-07-28,209,345603,710,14,44,7,18,0,14,01,Retained
2015,603,1,33468,MASONIC,2015-07-28,209,345603,710,14,44,23,17,1,3,01,Retained
2014,603,2,14796,MAGIA,2014-08-03,215,345701,710,6,45,18,11,1,11,01,Retained
2014,603,2,14796,MAGIA,2014-08-03,215,345701,710,6,45,17,10,1,12,01,Retained
2014,603,2,14796,MAGIA,2014-08-03,215,345701,710,6,45,17,14,5,9,01,Retained
2014,603,2,14796,MAGIA,2014-08-03,215,345701,710,7,45,15,13,9,5,01,Retained
2014,603,2,14796,MAGIA,2014-08-03,215,345701,710,7,44,8,16,2,7,01,Retained
2014,603,2,14796,MAGIA,2014-08-03,215,345701,710,7,45,10,13,5,7,01,Retained
2014,603,2,14796,MAGIA,2014-08-03,215,345701,710,7,45,11,9,3,15,01,Retained
2014,603,2,14796,MAGIA,2014-08-04,216,345701,710,9,45,1,17,0,16,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-04,216,345731,710,8,43,1,25,13,3,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-04,216,345731,710,8,45,5,31,0,7,01,Retained
2001,603,1,20190,SYLVIA,2001-08-11,223,345603,710,10,44,14,7,0,19,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-01,213,345701,710,2,45,3,27,0,11,01,Retained
2013,603,2,33468,MASONIC,2013-07-31,212,345701,710,6,45,5,23,2,10,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-01,213,345701,710,2,46,8,22,3,10,01,Retained
2013,603,2,33468,MASONIC,2013-08-01,213,345701,710,7,45,6,25,1,10,01,Retained
2011,603,1,59497,PACIFIC DAWN,2011-07-28,209,345631,710,10,45,11,5,3,15,01,Retained
2013,603,2,33468,MASONIC,2013-08-01,213,345701,710,7,45,7,24,0,12,01,Retained
2013,603,2,33468,MASONIC,2013-08-01,213,345701,710,7,45,5,27,0,9,01,Retained
2013,603,2,33468,MASONIC,2013-08-01,213,345701,710,7,45,9,24,0,8,01,Retained
2013,603,2,33468,MASONIC,2013-08-01,213,345701,710,8,31,7,15,0,9,01,Retained
2013,603,2,33468,MASONIC,2013-08-01,213,345701,710,8,45,6,20,1,10,01,Retained
2014,603,1,33468,MASONIC,2014-08-03,215,345631,710,5,44,13,7,0,17,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-26,207,345731,710,5,53,4,15,1,28,01,Retained
2014,603,1,33468,MASONIC,2014-08-03,215,345631,710,5,47,10,11,4,14,01,Retained
2014,603,1,33468,MASONIC,2014-08-03,215,345631,710,6,45,3,34,0,8,01,Retained
2014,603,1,33468,MASONIC,2014-08-03,215,345631,710,6,44,2,24,0,16,01,Retained
2010,603,1,33468,MASONIC,2010-08-03,215,345631,710,6,44,21,4,0,16,01,Retained
2014,603,1,33468,MASONIC,2014-08-03,215,345631,710,7,45,8,14,0,11,01,Retained
2014,603,1,33468,MASONIC,2014-08-03,215,345631,710,7,45,9,15,0,16,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,8,44,16,13,0,12,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,8,46,15,11,1,17,01,Retained
2008,603,2,18613,CHARLES T,2008-08-07,220,345631,710,3,45,14,8,0,18,01,Retained
2012,603,1,33468,MASONIC,2012-07-28,210,345603,710,10,45,12,4,0,16,01,Retained
2010,603,3,60168,SEAVIEW,2010-08-01,213,345731,710,3,44,6,13,2,21,01,Retained
2014,603,1,33468,MASONIC,2014-08-06,218,345603,710,14,44,6,17,0,15,01,Retained
2014,603,1,33468,MASONIC,2014-08-06,218,345603,710,14,44,8,22,0,14,01,Retained
2015,603,2,14796,MAGIA,2015-07-27,208,345701,710,10,45,7,29,0,6,01,Retained
2006,603,1,33468,MASONIC,2006-08-04,216,345603,710,6,45,3,29,0,12,01,Retained
2008,603,2,18613,CHARLES T,2008-08-08,221,345631,710,4,45,14,6,1,19,01,Retained
2015,603,2,14796,MAGIA,2015-07-27,208,345701,710,10,45,2,32,0,8,01,Retained
2015,603,2,14796,MAGIA,2015-07-27,208,345701,710,10,45,4,36,0,2,01,Retained
2015,603,2,14796,MAGIA,2015-07-27,208,345701,710,10,46,1,44,0,1,01,Retained
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,12,46,13,20,0,9,01,Retained
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,12,45,10,20,2,10,01,Retained
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,12,46,8,26,1,10,01,Retained
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,12,45,11,21,0,11,01,Retained
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,12,44,8,20,0,13,01,Retained
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,12,45,16,11,6,9,01,Retained
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,13,43,12,9,2,12,01,Retained
2012,603,3,57935,KAIA,2012-07-25,207,345731,710,3,46,8,6,6,18,01,Retained
2015,603,2,14796,MAGIA,2015-07-29,210,345701,710,14,45,12,24,1,5,01,Retained
2015,603,2,14796,MAGIA,2015-07-29,210,345701,710,14,45,4,25,3,6,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,8,45,17,11,0,17,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,9,45,4,19,13,9,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,9,44,3,20,2,16,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,9,45,9,20,0,15,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,9,44,6,17,0,15,01,Retained
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,10,44,11,8,0,15,01,Retained
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,4,46,0,33,0,10,01,Retained
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,4,45,3,27,0,12,01,Retained
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,5,44,6,21,2,12,01,Retained
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,5,46,7,20,0,15,01,Retained
2007,603,2,18613,CHARLES T,2007-08-08,220,345701,710,11,45,10,18,0,9,01,Retained
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,5,45,3,19,0,16,01,Retained
2007,603,2,18613,CHARLES T,2007-08-08,220,345701,710,11,45,18,11,1,6,01,Retained
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,6,50,7,31,0,9,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-07,219,345701,710,15,44,3,19,0,16,01,Retained
2007,603,2,18613,CHARLES T,2007-08-09,221,345701,710,12,45,3,22,4,12,01,Retained
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,6,50,0,36,4,8,01,Retained
2005,603,1,33468,MASONIC,2005-07-31,212,345631,710,11,47,9,19,0,17,01,Retained
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,7,44,5,23,2,9,01,Retained
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,7,45,5,29,2,9,01,Retained
2005,603,1,33468,MASONIC,2005-07-29,210,345603,710,4,41,9,9,0,23,01,Retained
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,7,45,3,24,5,9,01,Retained
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,8,45,5,22,3,13,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-03,215,345731,710,5,50,4,32,3,11,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,11,45,16,10,0,12,01,Retained
2005,603,1,33468,MASONIC,2005-07-30,211,345603,710,6,44,9,13,3,16,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,11,44,13,16,0,12,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,11,45,4,26,0,13,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,12,46,16,6,5,16,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-28,209,345731,710,11,43,2,23,1,16,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,12,45,16,4,0,19,01,Retained
2006,603,1,33468,MASONIC,2006-08-05,217,345631,710,9,46,10,24,2,9,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,12,44,16,1,0,23,01,Retained
2008,603,1,33468,MASONIC,2008-08-09,222,345603,710,7,45,6,20,0,13,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,12,46,11,8,0,18,01,Retained
2008,603,1,33468,MASONIC,2008-08-10,223,345631,710,8,47,11,13,1,16,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,12,45,10,6,6,18,01,Retained
2002,603,3,55900,ARCHANGEL,2002-08-15,227,345731,710,3,46,8,14,1,19,01,Retained
2008,603,1,33468,MASONIC,2008-08-10,223,345631,710,9,46,8,25,6,6,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,13,43,8,15,5,7,01,Retained
2008,603,1,33468,MASONIC,2008-08-10,223,345631,710,9,45,4,20,2,12,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,13,43,6,12,0,18,01,Retained
2008,603,1,33468,MASONIC,2008-08-10,223,345631,710,10,44,10,17,0,14,01,Retained
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,13,45,8,10,1,19,01,Retained
2012,603,1,33468,MASONIC,2012-07-30,212,345603,710,14,46,9,6,5,23,01,Retained
2008,603,1,33468,MASONIC,2008-08-11,224,345631,710,11,45,5,25,0,14,01,Retained
2012,603,1,33468,MASONIC,2012-07-30,212,345603,710,14,45,14,7,5,14,01,Retained
2008,603,1,33468,MASONIC,2008-08-11,224,345631,710,11,43,9,19,0,13,01,Retained
2012,603,1,33468,MASONIC,2012-07-30,212,345603,710,14,46,2,17,1,16,01,Retained
2005,603,1,33468,MASONIC,2005-07-30,211,345631,710,8,50,6,8,5,26,01,Retained
2004,603,1,33468,MASONIC,2004-08-06,219,345603,710,4,45,17,17,0,11,01,Retained
2012,603,1,33468,MASONIC,2012-07-30,212,345603,710,14,92,15,32,1,31,01,Retained
2012,603,1,33468,MASONIC,2012-07-30,212,345603,710,14,44,9,9,0,19,01,Retained
2012,603,1,33468,MASONIC,2012-07-30,212,345603,710,14,47,14,4,0,27,01,Retained
2002,603,3,55900,ARCHANGEL,2002-08-15,227,345731,710,5,45,10,16,7,10,01,Retained
2012,603,3,57935,KAIA,2012-07-29,211,345701,710,14,43,10,13,3,10,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-09,222,345731,710,7,46,4,29,1,9,01,Retained
2002,603,3,55900,ARCHANGEL,2002-08-16,228,345731,710,6,45,12,18,0,14,01,Retained
2005,603,1,33468,MASONIC,2005-07-30,211,345603,710,6,40,14,6,0,17,01,Retained
2012,603,3,57935,KAIA,2012-07-30,212,345701,710,15,44,13,8,0,17,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-25,207,345631,710,1,47,3,16,0,18,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-25,207,345631,710,1,45,12,10,0,13,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-25,207,345631,710,1,42,4,16,0,15,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,13,41,3,15,12,7,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,13,45,8,23,0,7,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-27,208,345731,710,8,45,5,12,1,27,01,Retained
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,13,42,6,14,0,11,01,Retained
2005,603,1,33468,MASONIC,2005-07-31,212,345631,710,9,43,9,21,0,12,01,Retained
2013,603,2,33468,MASONIC,2013-08-03,215,345631,710,14,45,4,27,2,6,01,Retained
2005,603,1,33468,MASONIC,2005-07-31,212,345631,710,9,45,6,26,0,11,01,Retained
2013,603,2,33468,MASONIC,2013-08-03,215,345631,710,14,45,4,19,8,9,01,Retained
2005,603,2,18613,CHARLES T,2005-07-31,212,345701,710,12,45,9,21,3,7,01,Retained
2013,603,2,33468,MASONIC,2013-08-03,215,345631,710,14,44,4,24,0,6,01,Retained
2007,603,1,33468,MASONIC,2007-08-07,219,345631,710,8,43,12,17,0,8,01,Retained
2013,603,2,33468,MASONIC,2013-08-03,215,345631,710,15,43,8,20,0,10,01,Retained
2013,603,1,58282,COBRA,2013-07-30,211,345631,710,1,46,3,23,6,3,01,Retained
2013,603,1,58282,COBRA,2013-07-30,211,345631,710,1,45,3,29,0,4,01,Retained
2013,603,1,58282,COBRA,2013-07-30,211,345631,710,1,42,4,21,0,8,01,Retained
2017,603,3,14796,Magia,2017-08-03,215,345731,710,9,44,9,27,2,6,01,Retained
2013,603,1,58282,COBRA,2013-07-30,211,345631,710,2,47,16,7,1,14,01,Retained
2013,603,1,58282,COBRA,2013-07-30,211,345631,710,2,42,12,4,4,20,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-06,218,345731,710,3,45,8,18,0,17,01,Retained
2013,603,1,58282,COBRA,2013-07-30,211,345631,710,2,46,22,1,0,18,01,Retained
2004,603,3,NA,ARCHANGEL,2004-08-09,222,345731,710,10,45,8,26,2,9,01,Retained
2013,603,1,58282,COBRA,2013-07-30,211,345631,710,2,41,8,6,0,20,01,Retained
2013,603,1,58282,COBRA,2013-07-30,211,345631,710,2,48,14,12,0,18,01,Retained
2014,603,3,57935,KAIA,2014-08-01,213,345731,710,1,44,11,25,0,6,01,Retained
2014,603,3,57935,KAIA,2014-08-01,213,345731,710,1,46,5,26,0,10,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-06,218,345731,710,4,45,10,20,0,15,01,Retained
2014,603,3,57935,KAIA,2014-08-01,213,345731,710,1,37,8,14,0,12,01,Retained
2014,603,3,57935,KAIA,2014-08-01,213,345731,710,1,46,14,13,1,14,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-02,214,345701,710,5,45,14,6,11,12,01,Retained
2014,603,3,57935,KAIA,2014-08-01,213,345731,710,1,45,9,14,0,16,01,Retained
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,8,46,6,25,0,12,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-03,215,345701,710,6,44,1,27,1,10,01,Retained
2016,603,3,57935,Kaia,2016-07-29,211,345731,710,9,45,14,19,0,8,01,Retained
2001,603,2,18613,CHARLES T,2001-08-08,220,345631,710,1,45,18,13,3,8,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-03,215,345701,710,7,45,5,20,0,13,01,Retained
2e3,603,3,26017,IDA-JUNE,2000-08-20,233,345701,710,14,45,13,14,0,11,01,Retained
2016,603,3,57935,Kaia,2016-07-29,211,345731,710,9,45,18,10,3,9,01,Retained
2016,603,3,57935,Kaia,2016-07-29,211,345731,710,9,45,16,17,3,6,01,Retained
2016,603,3,57935,Kaia,2016-07-27,209,345731,710,4,45,14,19,0,3,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-03,215,345701,710,8,43,11,7,7,13,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-03,215,345701,710,8,45,9,13,2,18,01,Retained
2016,603,3,57935,Kaia,2016-07-27,209,345731,710,4,44,5,24,0,2,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-03,215,345701,710,8,45,9,10,0,21,01,Retained
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,1,45,3,23,0,11,01,Retained
2008,603,2,18613,CHARLES T,2008-08-10,223,345701,710,11,45,17,15,0,5,01,Retained
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,1,44,7,18,0,11,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-04,216,345701,710,9,46,8,20,0,16,01,Retained
2017,603,3,14796,Magia,2017-07-31,212,345731,710,1,45,2,34,0,4,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-04,216,345701,710,9,45,10,23,1,10,01,Retained
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,1,45,13,7,0,13,01,Retained
2005,603,1,33468,MASONIC,2005-07-30,211,345631,710,8,43,7,2,1,33,01,Retained
2005,603,1,33468,MASONIC,2005-07-30,211,345631,710,8,47,9,3,0,30,01,Retained
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,1,45,7,16,1,14,01,Retained
2005,603,1,33468,MASONIC,2005-08-01,213,345631,710,12,44,8,15,3,15,01,Retained
2016,603,3,57935,Kaia,2016-07-27,209,345731,710,5,45,9,18,1,4,01,Retained
2006,603,2,18613,CHARLES T,2006-08-02,214,345631,710,1,39,6,19,0,12,01,Retained
2010,603,1,33468,MASONIC,2010-08-04,216,345603,710,11,45,8,18,0,13,01,Retained
2016,603,3,57935,Kaia,2016-07-27,209,345731,710,5,45,17,7,2,9,01,Retained
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,6,45,17,22,1,1,01,Retained
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,3,45,6,29,1,5,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-06,218,345731,710,5,44,2,30,0,11,01,Retained
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,6,46,10,27,0,2,01,Retained
2007,603,1,33468,MASONIC,2007-08-08,220,345631,710,11,45,9,17,0,18,01,Retained
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,6,45,6,25,5,4,01,Retained
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,6,48,7,32,0,4,01,Retained
2011,603,2,57935,KAIA,2011-07-25,206,345631,710,1,45,12,14,3,13,01,Retained
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,6,46,12,17,0,3,01,Retained
2004,603,1,33468,MASONIC,2004-08-08,221,345631,710,9,45,15,24,0,5,01,Retained
2011,603,2,57935,KAIA,2011-07-25,206,345631,710,2,43,10,12,0,16,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-25,207,345631,710,1,45,5,17,0,11,01,Retained
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,3,43,4,20,0,9,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-25,207,345631,710,1,39,3,9,13,12,01,Retained
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,3,45,7,18,0,12,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,2,46,10,4,0,23,01,Retained
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,4,44,8,19,0,14,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,2,46,17,1,0,20,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,2,43,12,6,0,17,01,Retained
1997,603,2,18613,CHARLES T,1997-08-11,223,345701,710,14,76,23,20,0,27,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,2,47,25,2,0,18,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,3,46,16,3,0,25,01,Retained
2e3,603,3,26017,IDA-JUNE,2000-08-17,230,345731,710,3,45,9,10,3,12,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,3,45,13,3,0,23,01,Retained
2006,603,2,18613,CHARLES T,2006-08-05,217,345701,710,11,45,17,7,0,15,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,3,46,17,3,2,20,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,3,46,9,16,0,19,01,Retained
