age,Sex,round_kg,Source,Age
16,Female,4.824022758643912,LL fishery,16
17,Female,4.971023700296577,LL fishery,17
18,Female,5.111542178716308,LL fishery,18
19,Female,5.245677593627595,LL fishery,19
20,Female,5.37355615166628,LL fishery,20
21,Female,5.495325908291031,LL fishery,21
22,Female,5.61115239060904,LL fishery,22
23,Female,5.72121475419915,LL fishery,23
24,Female,5.825702427350938,LL fishery,24
25,Female,5.924812197441967,LL fishery,25
26,Female,6.018745696150636,LL fishery,26
27,Female,6.1077072426191314,LL fishery,27
28,Female,6.1919020063634855,LL fishery,28
29,Female,6.271534454542943,LL fishery,29
30,Female,6.346807051048633,LL fishery,30
31,Female,6.417919177679666,LL fishery,31+
2,Male,1.9767549510207996,LL fishery,2
3,Male,2.1090118270617326,LL fishery,3
4,Male,2.234901979812825,LL fishery,4
5,Male,2.354223280169218,LL fishery,5
6,Male,2.466895540840198,LL fishery,6
7,Male,2.5729374080863945,LL fishery,7
8,Male,2.6724462161688503,LL fishery,8
9,Male,2.7655806520862316,LL fishery,9
10,Male,2.852546011939622,LL fishery,10
11,Male,2.933581797599374,LL fishery,11
12,Male,3.00895139227669,LL fishery,12
13,Male,3.078933558247256,LL fishery,13
14,Male,3.143815513744554,LL fishery,14
15,Male,3.2038873650217266,LL fishery,15
16,Male,3.259437691079719,LL fishery,16
17,Male,3.3107501007659748,LL fishery,17
18,Male,3.3581006036858576,LL fishery,18
19,Male,3.401755656911461,LL fishery,19
20,Male,3.4419707684069967,LL fishery,20
21,Male,3.4789895552204606,LL fishery,21
22,Male,3.513043169766768,LL fishery,22
23,Male,3.5443500209909886,LL fishery,23
24,Male,3.5731157289531885,LL fishery,24
25,Male,3.5995332615524074,LL fishery,25
26,Male,3.6237832108560992,LL fishery,26
27,Male,3.646034173976,LL fishery,27
28,Male,3.6664432097813218,LL fishery,28
29,Male,3.685156348106374,LL fishery,29
30,Male,3.7023091326220894,LL fishery,30
31,Male,3.7180271823172335,LL fishery,31+
2,Combined,1.2861064260936297,LL survey,2
3,Combined,1.5610137299983524,LL survey,3
4,Combined,1.8313676310512348,LL survey,4
5,Combined,2.0919040019699215,LL survey,5
6,Combined,2.338969590350581,LL survey,6
7,Combined,2.5702396959789806,LL survey,7
8,Combined,2.7844421843308256,LL survey,8
9,Combined,2.981109769962342,LL survey,9
10,Combined,3.160369188939915,LL survey,10
11,Combined,3.3227684141469775,LL survey,11
12,Combined,3.469139192749345,LL survey,12
13,Combined,3.6004904536848716,LL survey,13
14,Combined,3.7179276318589447,LL survey,14
15,Combined,3.822593119779421,LL survey,15
16,Combined,3.9156235451478687,LL survey,16
17,Combined,3.9981201845326826,LL survey,17
18,Combined,4.071129447062054,LL survey,18
19,Combined,4.135630940419669,LL survey,19
20,Combined,4.192531138731116,LL survey,20
21,Combined,4.242661101008659,LL survey,21
22,Combined,4.286777042415834,LL survey,22
23,Combined,4.3255628462845825,LL survey,23
24,Combined,4.35963383196858,LL survey,24
25,Combined,4.389541271824042,LL survey,25
26,Combined,4.41577728876383,LL survey,26
27,Combined,4.438779871753011,LL survey,27
28,Combined,4.458937826947479,LL survey,28
29,Combined,4.476595542426311,LL survey,29
30,Combined,4.492057489111024,LL survey,30
31,Combined,4.505592413091159,LL survey,31+
2,Female,1.3805679524447378,LL survey,2
3,Female,1.653525325821333,LL survey,3
4,Female,1.9317945051512144,LL survey,4
5,Female,2.2111929702824114,LL survey,5
6,Female,2.488210110583404,LL survey,6
7,Female,2.7599776142433714,LL survey,7
8,Female,3.0242177571543745,LL survey,8
9,Female,3.2791804276671876,LL survey,9
10,Female,3.5235761659784264,LL survey,10
11,Female,3.7565099397946295,LL survey,11
12,Female,3.977418565649958,LL survey,12
13,Female,4.186013421806658,LL survey,13
14,Female,4.382229235580427,LL survey,14
15,Female,4.566179153884517,LL survey,15
16,Female,4.73811593802446,LL survey,16
17,Female,4.898398901280813,LL survey,17
18,Female,5.04746608596104,LL survey,18
19,Female,5.185811123021056,LL survey,19
20,Female,5.313964208808012,LL survey,20
21,Female,5.432476653448167,LL survey,21
22,Female,5.541908492325148,LL survey,22
23,Female,5.642818697988494,LL survey,23
24,Female,5.735757579321367,LL survey,24
25,Female,5.821261004359319,LL survey,25
26,Female,5.899846130584069,LL survey,26
27,Female,5.972008370530512,LL survey,27
28,Female,6.038219360484929,LL survey,28
29,Female,6.098925735683205,LL survey,29
30,Female,6.1545485467802745,LL survey,30
31,Female,6.205483179665865,LL survey,31+
2,Male,1.2950012351881,LL survey,2
3,Male,1.501084891029603,LL survey,3
4,Male,1.698728507333292,LL survey,4
5,Male,1.8855678573260304,LL survey,5
6,Male,2.060140227518467,LL survey,6
7,Male,2.221691398610554,LL survey,7
8,Male,2.3700057946271342,LL survey,8
9,Male,2.5052635198769364,LL survey,9
10,Male,2.627923917229038,LL survey,10
11,Male,2.7386332260631256,LL survey,11
12,Male,2.838153066292865,LL survey,12
13,Male,2.927306306647725,LL survey,13
14,Male,3.006937070626321,LL survey,14
15,Male,3.0778819992772855,LL survey,15
16,Male,3.1409503138173385,LL survey,16
17,Male,3.1969106408089356,LL survey,17
18,Male,3.246482946570388,LL survey,18
19,Male,3.290334262267467,LL survey,19
20,Male,3.329077163730506,LL survey,20
21,Male,3.363270203031409,LL survey,21
22,Male,3.3934196774864844,LL survey,22
23,Male,3.419982272232163,LL survey,23
24,Male,3.443368231069611,LL survey,24
25,Male,3.463944802628108,LL survey,25
26,Male,3.4820397800959437,LL survey,26
27,Male,3.497945007097982,LL survey,27
28,Male,3.5119197633230015,LL survey,28
29,Male,3.524193974130358,LL survey,29
30,Male,3.5349712109375973,LL survey,30
31,Male,3.5444314655752778,LL survey,31+
2,Combined,1.8759603051777844,Pot fishery,2
3,Combined,2.0505642818543572,Pot fishery,3
4,Combined,2.2201280601893045,Pot fishery,4
5,Combined,2.383811939621631,Pot fishery,5
6,Combined,2.540993702266342,Pot fishery,6
7,Combined,2.691238529964763,Pot fishery,7
8,Combined,2.8342707877169273,Pot fishery,8
9,Combined,2.969948184326829,Pot fishery,9
10,Combined,3.098238547479666,Pot fishery,10
11,Combined,3.2191992639086155,Pot fishery,11
12,Combined,3.332959312362424,Pot fishery,12
13,Combined,3.4397037401041977,Pot fishery,13
14,Combined,3.539660389447737,Pot fishery,14
15,Combined,3.6330886595532488,Pot fishery,15
16,Combined,3.7202700831186912,Pot fishery,16
17,Combined,3.801500502423242,Pot fishery,17
18,Combined,3.8770836405771134,Pot fishery,18
19,Combined,3.9473258790739054,Pot fishery,19
20,Combined,4.012532069908137,Pot fishery,20
21,Combined,4.073002228292548,Pot fishery,21
22,Combined,4.129028969506821,Pot fishery,22
23,Combined,4.180895570069996,Pot fishery,23
24,Combined,4.228874548918459,Pot fishery,24
25,Combined,4.273226678416168,Pot fishery,25
26,Combined,4.314200347760631,Pot fishery,26
27,Combined,4.352031212687946,Pot fishery,27
28,Combined,4.3869420753821835,Pot fishery,28
29,Combined,4.419142947246616,Pot fishery,29
30,Combined,4.448831254800337,Pot fishery,30
31,Combined,4.476192155533913,Pot fishery,31+
2,Female,2.016026990436934,Pot fishery,2
3,Female,2.176077911878191,Pot fishery,3
4,Female,2.3373962415219554,Pot fishery,4
5,Female,2.499479883021429,Pot fishery,5
6,Female,2.6618622108901357,Pot fishery,6
7,Female,2.8241119120000384,Pot fishery,7
8,Female,2.9858324419586664,Pot fishery,8
9,Female,3.146661176112085,Pot fishery,9
10,Female,3.306268322974953,Pot fishery,10
11,Female,3.4643556574853873,Pot fishery,11
12,Female,3.620655122444701,Pot fishery,12
13,Female,3.774927338670931,Pot fishery,13
14,Female,3.926960057626316,Pot fishery,14
15,Female,4.076566584443961,Pot fishery,15
16,Female,4.2235841942624415,Pot fishery,16
17,Female,4.367872560476903,Pot fishery,17
18,Female,4.509312209840105,Pot fishery,18
19,Female,4.647803016216823,Pot fishery,19
20,Female,4.783262742138679,Pot fishery,20
21,Female,4.915625635061435,Pot fishery,21
22,Female,5.044841083338096,Pot fishery,22
23,Female,5.170872335340292,Pot fishery,23
24,Female,5.293695283845151,Pot fishery,24
25,Female,5.413297316718322,Pot fishery,25
26,Female,5.529676234033132,Pot fishery,26
27,Female,5.642839231043445,Pot fishery,27
28,Female,5.752801945848535,Pot fishery,28
29,Female,5.8595875701310485,Pot fishery,29
30,Female,5.963226020995404,Pot fishery,30
31,Female,6.0637531716675115,Pot fishery,31+
2,Male,1.7593980227973267,Pot fishery,2
3,Male,1.8723147440498031,Pot fishery,3
4,Male,1.981607318117218,Pot fishery,4
5,Male,2.0870265561792487,Pot fishery,5
6,Male,2.188394427356568,Pot fishery,6
7,Male,2.2855945511077556,Pot fishery,7
8,Male,2.378563439093383,Pot fishery,8
9,Male,2.4672825249134704,Pot fishery,9
10,Male,2.551770985350073,Pot fishery,10
11,Male,2.6320793325775003,Pot fishery,11
12,Male,2.7082837406509586,Pot fishery,12
13,Male,2.7804810594360707,Pot fishery,13
14,Male,2.848784463434822,Pot fishery,14
15,Male,2.913319680493248,Pot fishery,15
16,Male,2.9742217452180983,Pot fishery,16
17,Male,3.031632223379173,Pot fishery,17
18,Male,3.085696856098355,Pot fishery,18
19,Male,3.1365635758262083,Pot fishery,19
20,Male,3.1843808496872024,Pot fishery,20
21,Male,3.229296309519477,Pot fishery,21
22,Male,3.271455631690715,Pot fishery,22
23,Male,3.3110016334307626,Pot fishery,23
24,Male,3.34807355591235,Pot fishery,24
25,Male,3.382806507588336,Pot fishery,25
26,Male,3.415331044331638,Pot fishery,26
27,Male,3.445772865711198,Pot fishery,27
28,Male,3.474252609272952,Pot fishery,28
29,Male,3.5008857269849667,Pot fishery,29
30,Male,3.525782430061725,Pot fishery,30
31,Male,3.5490476902179275,Pot fishery,31+
