Source,Sex,year,age,n,proportion,N_year,N,weight,proportion_scaled,Age
Pot survey,Male,2013,3,0,0,NA,NA,NA,NA,3
Pot survey,Male,2013,4,0,0,NA,NA,NA,NA,4
Pot survey,Male,2013,5,0,0,NA,NA,NA,NA,5
Pot survey,Male,2013,6,0,0,NA,NA,NA,NA,6
Pot survey,Male,2013,7,0,0,NA,NA,NA,NA,7
Pot survey,Male,2013,8,0,0,NA,NA,NA,NA,8
Pot survey,Male,2013,9,0,0,NA,NA,NA,NA,9
Pot survey,Male,2013,10,0,0,NA,NA,NA,NA,10
Pot survey,Male,2013,11,0,0,NA,NA,NA,NA,11
Pot survey,Male,2013,12,0,0,NA,NA,NA,NA,12
Pot survey,Male,2013,13,0,0,NA,NA,NA,NA,13
Pot survey,Male,2013,14,0,0,NA,NA,NA,NA,14
Pot survey,Male,2013,15,0,0,NA,NA,NA,NA,15
Pot survey,Male,2013,16,0,0,NA,NA,NA,NA,16
Pot survey,Male,2013,17,0,0,NA,NA,NA,NA,17
Pot survey,Male,2013,18,0,0,NA,NA,NA,NA,18
Pot survey,Male,2013,19,0,0,NA,NA,NA,NA,19
Pot survey,Male,2013,20,0,0,NA,NA,NA,NA,20
Pot survey,Male,2013,21,0,0,NA,NA,NA,NA,21
Pot survey,Male,2013,22,0,0,NA,NA,NA,NA,22
Pot survey,Male,2013,23,0,0,NA,NA,NA,NA,23
Pot survey,Male,2013,24,0,0,NA,NA,NA,NA,24
Pot survey,Male,2013,25,0,0,NA,NA,NA,NA,25
Pot survey,Male,2013,26,0,0,NA,NA,NA,NA,26
Pot survey,Male,2013,27,0,0,NA,NA,NA,NA,27
Pot survey,Male,2013,28,0,0,NA,NA,NA,NA,28
Pot survey,Male,2013,29,0,0,NA,NA,NA,NA,29
Pot survey,Male,2013,30,0,0,NA,NA,NA,NA,30
Pot survey,Male,2013,31,0,0,NA,NA,NA,NA,31
Pot survey,Male,2013,32,0,0,NA,NA,NA,NA,32
Pot survey,Male,2013,33,0,0,NA,NA,NA,NA,33
Pot survey,Male,2013,34,0,0,NA,NA,NA,NA,34
Pot survey,Male,2013,35,0,0,NA,NA,NA,NA,35
Pot survey,Male,2013,36,0,0,NA,NA,NA,NA,36
Pot survey,Male,2013,37,0,0,NA,NA,NA,NA,37
Pot survey,Male,2013,38,0,0,NA,NA,NA,NA,38
Pot survey,Male,2013,39,0,0,NA,NA,NA,NA,39
Pot survey,Male,2013,40,0,0,NA,NA,NA,NA,40
Pot survey,Male,2013,41,0,0,NA,NA,NA,NA,41
Pot survey,Male,2013,42,0,0,NA,NA,NA,NA,42
Pot survey,Male,2014,2,0,0,NA,NA,NA,NA,2
Pot survey,Male,2014,3,0,0,NA,NA,NA,NA,3
Pot survey,Male,2014,4,0,0,NA,NA,NA,NA,4
Pot survey,Male,2014,5,0,0,NA,NA,NA,NA,5
Pot survey,Male,2014,6,0,0,NA,NA,NA,NA,6
Pot survey,Male,2014,7,0,0,NA,NA,NA,NA,7
Pot survey,Male,2014,8,0,0,NA,NA,NA,NA,8
Pot survey,Male,2014,9,0,0,NA,NA,NA,NA,9
Pot survey,Male,2014,10,0,0,NA,NA,NA,NA,10
Pot survey,Male,2014,11,0,0,NA,NA,NA,NA,11
Pot survey,Male,2014,12,0,0,NA,NA,NA,NA,12
Pot survey,Male,2014,13,0,0,NA,NA,NA,NA,13
Pot survey,Male,2014,14,0,0,NA,NA,NA,NA,14
Pot survey,Male,2014,15,0,0,NA,NA,NA,NA,15
Pot survey,Male,2014,16,0,0,NA,NA,NA,NA,16
Pot survey,Male,2014,17,0,0,NA,NA,NA,NA,17
Pot survey,Male,2014,18,0,0,NA,NA,NA,NA,18
Pot survey,Male,2014,19,0,0,NA,NA,NA,NA,19
Pot survey,Male,2014,20,0,0,NA,NA,NA,NA,20
Pot survey,Male,2014,21,0,0,NA,NA,NA,NA,21
Pot survey,Male,2014,22,0,0,NA,NA,NA,NA,22
Pot survey,Male,2014,23,0,0,NA,NA,NA,NA,23
Pot survey,Male,2014,24,0,0,NA,NA,NA,NA,24
Pot survey,Male,2014,25,0,0,NA,NA,NA,NA,25
Pot survey,Male,2014,26,0,0,NA,NA,NA,NA,26
Pot survey,Male,2014,27,0,0,NA,NA,NA,NA,27
Pot survey,Male,2014,28,0,0,NA,NA,NA,NA,28
Pot survey,Male,2014,29,0,0,NA,NA,NA,NA,29
Pot survey,Male,2014,30,0,0,NA,NA,NA,NA,30
Pot survey,Male,2014,31,0,0,NA,NA,NA,NA,31
Pot survey,Male,2014,32,0,0,NA,NA,NA,NA,32
Pot survey,Male,2014,33,0,0,NA,NA,NA,NA,33
Pot survey,Male,2014,34,0,0,NA,NA,NA,NA,34
Pot survey,Male,2014,35,0,0,NA,NA,NA,NA,35
Pot survey,Male,2014,36,0,0,NA,NA,NA,NA,36
Pot survey,Male,2014,37,0,0,NA,NA,NA,NA,37
Pot survey,Male,2014,38,0,0,NA,NA,NA,NA,38
Pot survey,Male,2014,39,0,0,NA,NA,NA,NA,39
Pot survey,Male,2014,40,0,0,NA,NA,NA,NA,40
Pot survey,Male,2014,41,0,0,NA,NA,NA,NA,41
Pot survey,Male,2014,42,0,0,NA,NA,NA,NA,42
Pot survey,Male,2015,2,0,0,NA,NA,NA,NA,2
Pot survey,Male,2015,3,0,0,NA,NA,NA,NA,3
Pot survey,Male,2015,4,0,0,NA,NA,NA,NA,4
Pot survey,Male,2015,5,0,0,NA,NA,NA,NA,5
Pot survey,Male,2015,6,0,0,NA,NA,NA,NA,6
Pot survey,Male,2015,7,0,0,NA,NA,NA,NA,7
Pot survey,Male,2015,8,0,0,NA,NA,NA,NA,8
Pot survey,Male,2015,9,0,0,NA,NA,NA,NA,9
Pot survey,Male,2015,10,0,0,NA,NA,NA,NA,10
Pot survey,Male,2015,11,0,0,NA,NA,NA,NA,11
Pot survey,Male,2015,12,0,0,NA,NA,NA,NA,12
Pot survey,Male,2015,13,0,0,NA,NA,NA,NA,13
Pot survey,Male,2015,14,0,0,NA,NA,NA,NA,14
Pot survey,Male,2015,15,0,0,NA,NA,NA,NA,15
Pot survey,Male,2015,16,0,0,NA,NA,NA,NA,16
Pot survey,Male,2015,17,0,0,NA,NA,NA,NA,17
Pot survey,Male,2015,18,0,0,NA,NA,NA,NA,18
Pot survey,Male,2015,19,0,0,NA,NA,NA,NA,19
Pot survey,Male,2015,20,0,0,NA,NA,NA,NA,20
Pot survey,Male,2015,21,0,0,NA,NA,NA,NA,21
Pot survey,Male,2015,22,0,0,NA,NA,NA,NA,22
Pot survey,Male,2015,23,0,0,NA,NA,NA,NA,23
Pot survey,Male,2015,24,0,0,NA,NA,NA,NA,24
Pot survey,Male,2015,25,0,0,NA,NA,NA,NA,25
Pot survey,Male,2015,26,0,0,NA,NA,NA,NA,26
Pot survey,Male,2015,27,0,0,NA,NA,NA,NA,27
Pot survey,Male,2015,28,0,0,NA,NA,NA,NA,28
Pot survey,Male,2015,29,0,0,NA,NA,NA,NA,29
Pot survey,Male,2015,30,0,0,NA,NA,NA,NA,30
Pot survey,Male,2015,31,0,0,NA,NA,NA,NA,31
Pot survey,Male,2015,32,0,0,NA,NA,NA,NA,32
Pot survey,Male,2015,33,0,0,NA,NA,NA,NA,33
Pot survey,Male,2015,34,0,0,NA,NA,NA,NA,34
Pot survey,Male,2015,35,0,0,NA,NA,NA,NA,35
Pot survey,Male,2015,36,0,0,NA,NA,NA,NA,36
Pot survey,Male,2015,37,0,0,NA,NA,NA,NA,37
Pot survey,Male,2015,38,0,0,NA,NA,NA,NA,38
Pot survey,Male,2015,39,0,0,NA,NA,NA,NA,39
Pot survey,Male,2015,40,0,0,NA,NA,NA,NA,40
Pot survey,Male,2015,41,0,0,NA,NA,NA,NA,41
Pot survey,Male,2015,42,0,0,NA,NA,NA,NA,42
Pot survey,Male,2016,2,0,0,NA,NA,NA,NA,2
Pot survey,Male,2016,3,0,0,NA,NA,NA,NA,3
Pot survey,Male,2016,4,0,0,NA,NA,NA,NA,4
Pot survey,Male,2016,5,0,0,NA,NA,NA,NA,5
Pot survey,Male,2016,6,0,0,NA,NA,NA,NA,6
Pot survey,Male,2016,7,0,0,NA,NA,NA,NA,7
Pot survey,Male,2016,8,0,0,NA,NA,NA,NA,8
Pot survey,Male,2016,9,0,0,NA,NA,NA,NA,9
Pot survey,Male,2016,10,0,0,NA,NA,NA,NA,10
Pot survey,Male,2016,11,0,0,NA,NA,NA,NA,11
Pot survey,Male,2016,12,0,0,NA,NA,NA,NA,12
Pot survey,Male,2016,13,0,0,NA,NA,NA,NA,13
Pot survey,Male,2016,14,0,0,NA,NA,NA,NA,14
Pot survey,Male,2016,15,0,0,NA,NA,NA,NA,15
Pot survey,Male,2016,16,0,0,NA,NA,NA,NA,16
Pot survey,Male,2016,17,0,0,NA,NA,NA,NA,17
Pot survey,Male,2016,18,0,0,NA,NA,NA,NA,18
Pot survey,Male,2016,19,0,0,NA,NA,NA,NA,19
Pot survey,Male,2016,20,0,0,NA,NA,NA,NA,20
Pot survey,Male,2016,21,0,0,NA,NA,NA,NA,21
Pot survey,Male,2016,22,0,0,NA,NA,NA,NA,22
Pot survey,Male,2016,23,0,0,NA,NA,NA,NA,23
Pot survey,Male,2016,24,0,0,NA,NA,NA,NA,24
Pot survey,Male,2016,25,0,0,NA,NA,NA,NA,25
Pot survey,Male,2016,26,0,0,NA,NA,NA,NA,26
Pot survey,Male,2016,27,0,0,NA,NA,NA,NA,27
Pot survey,Male,2016,28,0,0,NA,NA,NA,NA,28
Pot survey,Male,2016,29,0,0,NA,NA,NA,NA,29
Pot survey,Male,2016,30,0,0,NA,NA,NA,NA,30
Pot survey,Male,2016,31,0,0,NA,NA,NA,NA,31
Pot survey,Male,2016,32,0,0,NA,NA,NA,NA,32
Pot survey,Male,2016,33,0,0,NA,NA,NA,NA,33
Pot survey,Male,2016,34,0,0,NA,NA,NA,NA,34
Pot survey,Male,2016,35,0,0,NA,NA,NA,NA,35
Pot survey,Male,2016,36,0,0,NA,NA,NA,NA,36
Pot survey,Male,2016,37,0,0,NA,NA,NA,NA,37
Pot survey,Male,2016,38,0,0,NA,NA,NA,NA,38
Pot survey,Male,2016,39,0,0,NA,NA,NA,NA,39
Pot survey,Male,2016,40,0,0,NA,NA,NA,NA,40
Pot survey,Male,2016,41,0,0,NA,NA,NA,NA,41
Pot survey,Male,2016,42,0,0,NA,NA,NA,NA,42
Pot survey,Male,2017,2,0,0,NA,NA,NA,NA,2
Pot survey,Male,2017,3,0,0,NA,NA,NA,NA,3
Pot survey,Male,2017,4,0,0,NA,NA,NA,NA,4
Pot survey,Male,2017,5,0,0,NA,NA,NA,NA,5
Pot survey,Male,2017,6,0,0,NA,NA,NA,NA,6
Pot survey,Male,2017,7,0,0,NA,NA,NA,NA,7
Pot survey,Male,2017,8,0,0,NA,NA,NA,NA,8
Pot survey,Male,2017,9,0,0,NA,NA,NA,NA,9
Pot survey,Male,2017,10,0,0,NA,NA,NA,NA,10
Pot survey,Male,2017,11,0,0,NA,NA,NA,NA,11
Pot survey,Male,2017,12,0,0,NA,NA,NA,NA,12
Pot survey,Male,2017,13,0,0,NA,NA,NA,NA,13
Pot survey,Male,2017,14,0,0,NA,NA,NA,NA,14
Pot survey,Male,2017,15,0,0,NA,NA,NA,NA,15
Pot survey,Male,2017,16,0,0,NA,NA,NA,NA,16
Pot survey,Male,2017,17,0,0,NA,NA,NA,NA,17
Pot survey,Male,2017,18,0,0,NA,NA,NA,NA,18
Pot survey,Male,2017,19,0,0,NA,NA,NA,NA,19
Pot survey,Male,2017,20,0,0,NA,NA,NA,NA,20
Pot survey,Male,2017,21,0,0,NA,NA,NA,NA,21
Pot survey,Male,2017,22,0,0,NA,NA,NA,NA,22
Pot survey,Male,2017,23,0,0,NA,NA,NA,NA,23
Pot survey,Male,2017,24,0,0,NA,NA,NA,NA,24
Pot survey,Male,2017,25,0,0,NA,NA,NA,NA,25
Pot survey,Male,2017,26,0,0,NA,NA,NA,NA,26
Pot survey,Male,2017,27,0,0,NA,NA,NA,NA,27
Pot survey,Male,2017,28,0,0,NA,NA,NA,NA,28
Pot survey,Male,2017,29,0,0,NA,NA,NA,NA,29
Pot survey,Male,2017,30,0,0,NA,NA,NA,NA,30
Pot survey,Male,2017,31,0,0,NA,NA,NA,NA,31
Pot survey,Male,2017,32,0,0,NA,NA,NA,NA,32
Pot survey,Male,2017,33,0,0,NA,NA,NA,NA,33
Pot survey,Male,2017,34,0,0,NA,NA,NA,NA,34
Pot survey,Male,2017,35,0,0,NA,NA,NA,NA,35
Pot survey,Male,2017,36,0,0,NA,NA,NA,NA,36
Pot survey,Male,2017,37,0,0,NA,NA,NA,NA,37
Pot survey,Male,2017,38,0,0,NA,NA,NA,NA,38
Pot survey,Male,2017,39,0,0,NA,NA,NA,NA,39
Pot survey,Male,2017,40,0,0,NA,NA,NA,NA,40
Pot survey,Male,2017,41,0,0,NA,NA,NA,NA,41
Pot survey,Male,2017,42,0,0,NA,NA,NA,NA,42
Pot survey,Sex combined,1988,2,0,0,NA,NA,NA,NA,2
Pot survey,Sex combined,1988,3,0,0,NA,NA,NA,NA,3
Pot survey,Sex combined,1988,4,0,0,NA,NA,NA,NA,4
Pot survey,Sex combined,1988,5,0,0,NA,NA,NA,NA,5
Pot survey,Sex combined,1988,6,0,0,NA,NA,NA,NA,6
Pot survey,Sex combined,1988,7,0,0,NA,NA,NA,NA,7
Pot survey,Sex combined,1988,8,0,0,NA,NA,NA,NA,8
Pot survey,Sex combined,1988,9,0,0,NA,NA,NA,NA,9
Pot survey,Sex combined,1988,10,0,0,NA,NA,NA,NA,10
Pot survey,Sex combined,1988,11,0,0,NA,NA,NA,NA,11
Pot survey,Sex combined,1988,12,0,0,NA,NA,NA,NA,12
Pot survey,Sex combined,1988,13,0,0,NA,NA,NA,NA,13
Pot survey,Sex combined,1988,14,0,0,NA,NA,NA,NA,14
Pot survey,Sex combined,1988,15,0,0,NA,NA,NA,NA,15
Pot survey,Sex combined,1988,16,0,0,NA,NA,NA,NA,16
Pot survey,Sex combined,1988,17,0,0,NA,NA,NA,NA,17
Pot survey,Sex combined,1988,18,0,0,NA,NA,NA,NA,18
Pot survey,Sex combined,1988,19,0,0,NA,NA,NA,NA,19
Pot survey,Sex combined,1988,20,0,0,NA,NA,NA,NA,20
Pot survey,Sex combined,1988,21,0,0,NA,NA,NA,NA,21
Pot survey,Sex combined,1988,22,0,0,NA,NA,NA,NA,22
Pot survey,Sex combined,1988,23,0,0,NA,NA,NA,NA,23
Pot survey,Sex combined,1988,24,0,0,NA,NA,NA,NA,24
Pot survey,Sex combined,1988,25,0,0,NA,NA,NA,NA,25
Pot survey,Sex combined,1988,26,0,0,NA,NA,NA,NA,26
Pot survey,Sex combined,1988,27,0,0,NA,NA,NA,NA,27
Pot survey,Sex combined,1988,28,0,0,NA,NA,NA,NA,28
Pot survey,Sex combined,1988,29,0,0,NA,NA,NA,NA,29
Pot survey,Sex combined,1988,30,0,0,NA,NA,NA,NA,30
Pot survey,Sex combined,1988,31,0,0,NA,NA,NA,NA,31
Pot survey,Sex combined,1988,32,0,0,NA,NA,NA,NA,32
Pot survey,Sex combined,1988,33,0,0,NA,NA,NA,NA,33
Pot survey,Sex combined,1988,34,0,0,NA,NA,NA,NA,34
Pot survey,Sex combined,1988,35,0,0,NA,NA,NA,NA,35
Pot survey,Sex combined,1988,36,0,0,NA,NA,NA,NA,36
Pot survey,Sex combined,1988,37,0,0,NA,NA,NA,NA,37
Pot survey,Sex combined,1988,38,0,0,NA,NA,NA,NA,38
Pot survey,Sex combined,1988,39,0,0,NA,NA,NA,NA,39
Pot survey,Sex combined,1988,40,0,0,NA,NA,NA,NA,40
Pot survey,Sex combined,1988,41,0,0,NA,NA,NA,NA,41
Pot survey,Sex combined,1988,42,0,0,NA,NA,NA,NA,42
Pot survey,Sex combined,1989,2,0,0,NA,NA,NA,NA,2
Pot survey,Sex combined,1989,3,0,0,NA,NA,NA,NA,3
Pot survey,Sex combined,1989,4,0,0,NA,NA,NA,NA,4
Pot survey,Sex combined,1989,5,0,0,NA,NA,NA,NA,5
Pot survey,Sex combined,1989,6,0,0,NA,NA,NA,NA,6
Pot survey,Sex combined,1989,7,0,0,NA,NA,NA,NA,7
Pot survey,Sex combined,1989,8,0,0,NA,NA,NA,NA,8
Pot survey,Sex combined,1989,9,0,0,NA,NA,NA,NA,9
Pot survey,Sex combined,1989,10,0,0,NA,NA,NA,NA,10
Pot survey,Sex combined,1989,11,0,0,NA,NA,NA,NA,11
Pot survey,Sex combined,1989,12,0,0,NA,NA,NA,NA,12
Pot survey,Sex combined,1989,13,0,0,NA,NA,NA,NA,13
Pot survey,Sex combined,1989,14,0,0,NA,NA,NA,NA,14
Pot survey,Sex combined,1989,15,0,0,NA,NA,NA,NA,15
Pot survey,Sex combined,1989,16,0,0,NA,NA,NA,NA,16
Pot survey,Sex combined,1989,17,0,0,NA,NA,NA,NA,17
Pot survey,Sex combined,1989,18,0,0,NA,NA,NA,NA,18
Pot survey,Sex combined,1989,19,0,0,NA,NA,NA,NA,19
Pot survey,Sex combined,1989,20,0,0,NA,NA,NA,NA,20
Pot survey,Sex combined,1989,21,0,0,NA,NA,NA,NA,21
Pot survey,Sex combined,1989,22,0,0,NA,NA,NA,NA,22
Pot survey,Sex combined,1989,23,0,0,NA,NA,NA,NA,23
Pot survey,Sex combined,1989,24,0,0,NA,NA,NA,NA,24
Pot survey,Sex combined,1989,25,0,0,NA,NA,NA,NA,25
Pot survey,Sex combined,1989,26,0,0,NA,NA,NA,NA,26
Pot survey,Sex combined,1989,27,0,0,NA,NA,NA,NA,27
Pot survey,Sex combined,1989,28,0,0,NA,NA,NA,NA,28
Pot survey,Sex combined,1989,29,0,0,NA,NA,NA,NA,29
Pot survey,Sex combined,1989,30,0,0,NA,NA,NA,NA,30
Pot survey,Sex combined,1989,31,0,0,NA,NA,NA,NA,31
Pot survey,Sex combined,1989,32,0,0,NA,NA,NA,NA,32
Pot survey,Sex combined,1989,33,0,0,NA,NA,NA,NA,33
Pot survey,Sex combined,1989,34,0,0,NA,NA,NA,NA,34
Pot survey,Sex combined,1989,35,0,0,NA,NA,NA,NA,35
Pot survey,Sex combined,1989,36,0,0,NA,NA,NA,NA,36
Pot survey,Sex combined,1989,37,0,0,NA,NA,NA,NA,37
Pot survey,Sex combined,1989,38,0,0,NA,NA,NA,NA,38
Pot survey,Sex combined,1989,39,0,0,NA,NA,NA,NA,39
Pot survey,Sex combined,1989,40,0,0,NA,NA,NA,NA,40
Pot survey,Sex combined,1989,41,0,0,NA,NA,NA,NA,41
Pot survey,Sex combined,1989,42,0,0,NA,NA,NA,NA,42
Pot survey,Sex combined,1990,2,0,0,NA,NA,NA,NA,2
Pot survey,Sex combined,1990,3,0,0,NA,NA,NA,NA,3
Pot survey,Sex combined,1990,4,0,0,NA,NA,NA,NA,4
Pot survey,Sex combined,1990,5,0,0,NA,NA,NA,NA,5
Pot survey,Sex combined,1990,6,0,0,NA,NA,NA,NA,6
Pot survey,Sex combined,1990,7,0,0,NA,NA,NA,NA,7
Pot survey,Sex combined,1990,8,0,0,NA,NA,NA,NA,8
Pot survey,Sex combined,1990,9,0,0,NA,NA,NA,NA,9
Pot survey,Sex combined,1990,10,0,0,NA,NA,NA,NA,10
Pot survey,Sex combined,1990,11,0,0,NA,NA,NA,NA,11
Pot survey,Sex combined,1990,12,0,0,NA,NA,NA,NA,12
Pot survey,Sex combined,1990,13,0,0,NA,NA,NA,NA,13
Pot survey,Sex combined,1990,14,0,0,NA,NA,NA,NA,14
Pot survey,Sex combined,1990,15,0,0,NA,NA,NA,NA,15
Pot survey,Sex combined,1990,16,0,0,NA,NA,NA,NA,16
Pot survey,Sex combined,1990,17,0,0,NA,NA,NA,NA,17
Pot survey,Sex combined,1990,18,0,0,NA,NA,NA,NA,18
Pot survey,Sex combined,1990,19,0,0,NA,NA,NA,NA,19
Pot survey,Sex combined,1990,20,0,0,NA,NA,NA,NA,20
Pot survey,Sex combined,1990,21,0,0,NA,NA,NA,NA,21
Pot survey,Sex combined,1990,22,0,0,NA,NA,NA,NA,22
Pot survey,Sex combined,1990,23,0,0,NA,NA,NA,NA,23
Pot survey,Sex combined,1990,24,0,0,NA,NA,NA,NA,24
Pot survey,Sex combined,1990,25,0,0,NA,NA,NA,NA,25
Pot survey,Sex combined,1990,26,0,0,NA,NA,NA,NA,26
Pot survey,Sex combined,1990,27,0,0,NA,NA,NA,NA,27
Pot survey,Sex combined,1990,28,0,0,NA,NA,NA,NA,28
Pot survey,Sex combined,1990,29,0,0,NA,NA,NA,NA,29
Pot survey,Sex combined,1990,30,0,0,NA,NA,NA,NA,30
Pot survey,Sex combined,1990,31,0,0,NA,NA,NA,NA,31
Pot survey,Sex combined,1990,32,0,0,NA,NA,NA,NA,32
Pot survey,Sex combined,1990,33,0,0,NA,NA,NA,NA,33
Pot survey,Sex combined,1990,34,0,0,NA,NA,NA,NA,34
Pot survey,Sex combined,1990,35,0,0,NA,NA,NA,NA,35
Pot survey,Sex combined,1990,36,0,0,NA,NA,NA,NA,36
Pot survey,Sex combined,1990,37,0,0,NA,NA,NA,NA,37
Pot survey,Sex combined,1990,38,0,0,NA,NA,NA,NA,38
Pot survey,Sex combined,1990,39,0,0,NA,NA,NA,NA,39
Pot survey,Sex combined,1990,40,0,0,NA,NA,NA,NA,40
Pot survey,Sex combined,1990,41,0,0,NA,NA,NA,NA,41
Pot survey,Sex combined,1990,42,0,0,NA,NA,NA,NA,42
Pot survey,Sex combined,1991,2,0,0,NA,NA,NA,NA,2
Pot survey,Sex combined,1991,3,0,0,NA,NA,NA,NA,3
Pot survey,Sex combined,1991,4,0,0,NA,NA,NA,NA,4
Pot survey,Sex combined,1991,5,0,0,NA,NA,NA,NA,5
Pot survey,Sex combined,1991,6,0,0,NA,NA,NA,NA,6
Pot survey,Sex combined,1991,7,0,0,NA,NA,NA,NA,7
Pot survey,Sex combined,1991,8,0,0,NA,NA,NA,NA,8
Pot survey,Sex combined,1991,9,0,0,NA,NA,NA,NA,9
Pot survey,Sex combined,1991,10,0,0,NA,NA,NA,NA,10
Pot survey,Sex combined,1991,11,0,0,NA,NA,NA,NA,11
Pot survey,Sex combined,1991,12,0,0,NA,NA,NA,NA,12
Pot survey,Sex combined,1991,13,0,0,NA,NA,NA,NA,13
Pot survey,Sex combined,1991,14,0,0,NA,NA,NA,NA,14
Pot survey,Sex combined,1991,15,0,0,NA,NA,NA,NA,15
Pot survey,Sex combined,1991,16,0,0,NA,NA,NA,NA,16
Pot survey,Sex combined,1991,17,0,0,NA,NA,NA,NA,17
Pot survey,Sex combined,1991,18,0,0,NA,NA,NA,NA,18
Pot survey,Sex combined,1991,19,0,0,NA,NA,NA,NA,19
Pot survey,Sex combined,1991,20,0,0,NA,NA,NA,NA,20
Pot survey,Sex combined,1991,21,0,0,NA,NA,NA,NA,21
Pot survey,Sex combined,1991,22,0,0,NA,NA,NA,NA,22
Pot survey,Sex combined,1991,23,0,0,NA,NA,NA,NA,23
Pot survey,Sex combined,1991,24,0,0,NA,NA,NA,NA,24
Pot survey,Sex combined,1991,25,0,0,NA,NA,NA,NA,25
Pot survey,Sex combined,1991,26,0,0,NA,NA,NA,NA,26
Pot survey,Sex combined,1991,27,0,0,NA,NA,NA,NA,27
Pot survey,Sex combined,1991,28,0,0,NA,NA,NA,NA,28
Pot survey,Sex combined,1991,29,0,0,NA,NA,NA,NA,29
Pot survey,Sex combined,1991,30,0,0,NA,NA,NA,NA,30
Pot survey,Sex combined,1991,31,0,0,NA,NA,NA,NA,31
Pot survey,Sex combined,1991,32,0,0,NA,NA,NA,NA,32
Pot survey,Sex combined,1991,33,0,0,NA,NA,NA,NA,33
Pot survey,Sex combined,1991,34,0,0,NA,NA,NA,NA,34
Pot survey,Sex combined,1991,35,0,0,NA,NA,NA,NA,35
Pot survey,Sex combined,1991,36,0,0,NA,NA,NA,NA,36
Pot survey,Sex combined,1991,37,0,0,NA,NA,NA,NA,37
Pot survey,Sex combined,1991,38,0,0,NA,NA,NA,NA,38
Pot survey,Sex combined,1991,39,0,0,NA,NA,NA,NA,39
Pot survey,Sex combined,1991,40,0,0,NA,NA,NA,NA,40
Pot survey,Sex combined,1991,41,0,0,NA,NA,NA,NA,41
Pot survey,Sex combined,1991,42,0,0,NA,NA,NA,NA,42
Pot survey,Sex combined,1992,2,0,0,NA,NA,NA,NA,2
Pot survey,Sex combined,1992,3,0,0,NA,NA,NA,NA,3
Pot survey,Sex combined,1992,4,0,0,NA,NA,NA,NA,4
Pot survey,Sex combined,1992,5,0,0,NA,NA,NA,NA,5
Pot survey,Sex combined,1992,6,0,0,NA,NA,NA,NA,6
Pot survey,Sex combined,1992,7,0,0,NA,NA,NA,NA,7
Pot survey,Sex combined,1992,8,0,0,NA,NA,NA,NA,8
Pot survey,Sex combined,1992,9,0,0,NA,NA,NA,NA,9
Pot survey,Sex combined,1992,10,0,0,NA,NA,NA,NA,10
Pot survey,Sex combined,1992,11,0,0,NA,NA,NA,NA,11
Pot survey,Sex combined,1992,12,0,0,NA,NA,NA,NA,12
Pot survey,Sex combined,1992,13,0,0,NA,NA,NA,NA,13
Pot survey,Sex combined,1992,14,0,0,NA,NA,NA,NA,14
Pot survey,Sex combined,1992,15,0,0,NA,NA,NA,NA,15
Pot survey,Sex combined,1992,16,0,0,NA,NA,NA,NA,16
Pot survey,Sex combined,1992,17,0,0,NA,NA,NA,NA,17
Pot survey,Sex combined,1992,18,0,0,NA,NA,NA,NA,18
Pot survey,Sex combined,1992,19,0,0,NA,NA,NA,NA,19
Pot survey,Sex combined,1992,20,0,0,NA,NA,NA,NA,20
Pot survey,Sex combined,1992,21,0,0,NA,NA,NA,NA,21
Pot survey,Sex combined,1992,22,0,0,NA,NA,NA,NA,22
Pot survey,Sex combined,1992,23,0,0,NA,NA,NA,NA,23
Pot survey,Sex combined,1992,24,0,0,NA,NA,NA,NA,24
Pot survey,Sex combined,1992,25,0,0,NA,NA,NA,NA,25
Pot survey,Sex combined,1992,26,0,0,NA,NA,NA,NA,26
Pot survey,Sex combined,1992,27,0,0,NA,NA,NA,NA,27
Pot survey,Sex combined,1992,28,0,0,NA,NA,NA,NA,28
Pot survey,Sex combined,1992,29,0,0,NA,NA,NA,NA,29
Pot survey,Sex combined,1992,30,0,0,NA,NA,NA,NA,30
Pot survey,Sex combined,1992,31,0,0,NA,NA,NA,NA,31
Pot survey,Sex combined,1992,32,0,0,NA,NA,NA,NA,32
Pot survey,Sex combined,1992,33,0,0,NA,NA,NA,NA,33
Pot survey,Sex combined,1992,34,0,0,NA,NA,NA,NA,34
Pot survey,Sex combined,1992,35,0,0,NA,NA,NA,NA,35
Pot survey,Sex combined,1992,36,0,0,NA,NA,NA,NA,36
Pot survey,Sex combined,1992,37,0,0,NA,NA,NA,NA,37
Pot survey,Sex combined,1992,38,0,0,NA,NA,NA,NA,38
Pot survey,Sex combined,1992,39,0,0,NA,NA,NA,NA,39
Pot survey,Sex combined,1992,40,0,0,NA,NA,NA,NA,40
Pot survey,Sex combined,1992,41,0,0,NA,NA,NA,NA,41
Pot survey,Sex combined,1992,42,0,0,NA,NA,NA,NA,42
Pot survey,Sex combined,1993,2,0,0,NA,NA,NA,NA,2
Pot survey,Sex combined,1993,3,0,0,NA,NA,NA,NA,3
Pot survey,Sex combined,1993,4,0,0,NA,NA,NA,NA,4
Pot survey,Sex combined,1993,5,0,0,NA,NA,NA,NA,5
Pot survey,Sex combined,1993,6,0,0,NA,NA,NA,NA,6
Pot survey,Sex combined,1993,7,0,0,NA,NA,NA,NA,7
Pot survey,Sex combined,1993,8,0,0,NA,NA,NA,NA,8
