YEAR,PROJECT_CODE,TRIP_NO,EFFORT_NO,SPECIES_CODE,MANAGEMENT_AREA,LENGTH,TAG_NO,TAG_BATCH_NO,DISCARD_STATUS,RELEASE_CONDITION_CODE,COMMENTS,TIME_SECOND_ANCHOR_OVERBOARD,STAT
2019,66,1,1,710,NA,65,T-090319,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,67,T-090318,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090317,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,67,T-090316,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090315,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,51,T-090314,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090313,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090312,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090311,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090310,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090309,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,55,T-090308,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090307,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090306,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090305,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,67,T-090304,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090303,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090302,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090301,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,54,T-090300,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090325,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090326,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,66,T-090327,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090328,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090329,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090330,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090331,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090332,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090333,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090334,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090335,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090336,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090337,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090338,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,66,T-090339,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090340,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090341,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,68,T-090342,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090343,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090344,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090345,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,70,T-090346,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090347,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,69,T-090348,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090349,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,68,T-090350,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090351,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090352,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090353,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090354,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090355,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090356,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090357,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090358,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090359,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090360,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090361,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090362,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090363,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,53,T-090364,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,81,T-090365,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090366,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,69,T-090367,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090368,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090369,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090370,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090371,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090372,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,66,T-090373,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090374,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090375,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,54,T-090376,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,67,T-090377,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090378,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090379,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090380,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090381,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,49,T-090382,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090383,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,55,T-090384,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090385,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090386,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090387,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090388,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090389,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090390,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090391,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090392,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090393,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090394,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090395,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090396,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090397,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090398,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090399,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090400,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090401,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090402,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090403,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090404,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,67,T-090405,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090406,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,67,T-090407,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090408,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090409,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,68,T-090410,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090411,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090412,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090413,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090414,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090415,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090416,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090417,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090418,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090419,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090420,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090421,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090422,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,53,T-090423,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090424,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090425,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090426,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090427,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090428,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090429,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090430,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090431,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090432,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090433,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090434,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090435,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,66,T-090436,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090437,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090438,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090439,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,66,T-090440,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090441,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090442,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090443,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,NA,T-090444,28,Tagged and released,01,No length recorded,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090445,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090446,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090447,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090448,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090449,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090450,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,68,T-090451,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,79,T-090452,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090453,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,53,T-090454,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,75,T-090455,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090456,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090457,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090458,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090459,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090460,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090461,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,54,T-090462,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090463,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,70,T-090464,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090465,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090466,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090467,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090468,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,54,T-090469,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,49,T-090470,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,47,T-090471,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,67,T-090472,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090473,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090474,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090475,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090476,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090477,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,67,T-090478,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090479,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090480,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,53,T-090481,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,82,T-090482,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090483,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,55,T-090484,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090485,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090486,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090487,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,55,T-090488,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,57,T-090489,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090490,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,55,T-090491,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090492,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,55,T-090493,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090494,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090495,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,55,T-090496,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090497,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,55,T-090498,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,53,T-090499,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090500,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090501,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,74,T-090502,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,55,T-090503,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090504,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,66,T-090505,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,49,T-090506,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,70,T-090507,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090508,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090509,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,54,T-090510,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,52,T-090511,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090512,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090513,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,53,T-090514,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,50,T-090515,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090516,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090517,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090518,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090519,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090520,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,65,T-090521,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,60,T-090522,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090523,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,72,T-090524,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,62,T-090525,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,67,T-090526,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,66,T-090527,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090528,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,61,T-090529,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,59,T-090530,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,63,T-090531,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,58,T-090532,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,76,T-090533,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,64,T-090534,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
2019,66,1,1,710,NA,56,T-090535,28,Tagged and released,01,NA,2019-05-13T09:00:00Z,345803
