YEAR,PROJECT_CODE,TRIP_NO,TIME_SECOND_ANCHOR_OVERBOARD,SPECIES_CODE,STAT,MANAGEMENT_AREA,LENGTH,TAG_NO,TAG_BATCH_NO,DISCARD_STATUS,RELEASE_CONDITION_CODE,COMMENTS
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,48,T-080295,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080296,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,63,T-080297,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080298,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,52,T-080299,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080301,26,Tagged and released,01,void 080300
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080302,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080303,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080304,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080305,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,65,T-080307,26,Tagged and released,01,void 080306
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080308,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,69,T-080309,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,52,T-080310,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080311,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080313,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,63,T-080314,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,64,T-080315,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080316,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,61,T-080317,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,61,T-080318,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080319,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,67,T-080321,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080322,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080323,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,45,T-080324,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,43,T-080325,26,Tagged and released,01,genetic
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,63,T-080326,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,52,T-080327,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080328,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080329,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080330,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080331,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080332,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,52,T-080333,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,61,T-080334,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080335,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080336,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,46,T-080337,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080338,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080339,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080340,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080341,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080342,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,44,T-080343,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080344,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080345,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080346,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080347,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080348,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080349,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,66,T-080350,26,Tagged and released,01,genetic
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080353,26,Tagged and released,01,Void 080351 and 080352
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,52,T-080354,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080355,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080356,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,44,T-080357,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,64,T-080358,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080359,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080360,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,65,T-080361,26,Tagged and released,01,Void 080362 and 080363
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,69,T-080375,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080376,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080377,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080378,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080379,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080380,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080381,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,51,T-080382,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,64,T-080383,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,63,T-080384,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080385,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080386,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080387,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080388,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080389,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080390,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080391,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080392,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080393,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080394,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,68,T-080395,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080396,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080397,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080398,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,76,T-080399,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,48,T-080400,26,Tagged and released,01,Genetics
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,61,T-080401,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080402,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080403,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080404,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080405,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,71,T-080406,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080407,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,61,T-080409,26,Tagged and released,01,void 080408
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080410,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080411,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,71,T-080412,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080413,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080414,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080415,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080416,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080417,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,63,T-080418,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080419,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,46,T-080421,26,Tagged and released,08,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080422,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080423,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,51,T-080424,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,52,T-080425,26,Tagged and released,01,Genetics
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,51,T-080426,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,61,T-080427,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,51,T-080428,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080429,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,46,T-080430,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080431,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,65,T-080432,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080433,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080434,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080435,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,63,T-080436,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,43,T-080437,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080438,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080439,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,44,T-080440,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080441,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080442,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080443,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,46,T-080444,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,45,T-080445,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080446,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,63,T-080447,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080448,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080449,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080450,26,Tagged and released,01,Genetics
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080451,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080452,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,44,T-080454,26,Tagged and released,01,Void 080453
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,47,T-080455,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,51,T-080460,26,Tagged and released,01,Void 080456-080459
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,45,T-080462,26,Tagged and released,01,Void 080461
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,51,T-080463,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,48,T-080464,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080466,26,Tagged and released,01,Void 080465
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,67,T-080467,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080468,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080470,26,Tagged and released,01,Void 080469
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,71,T-080472,26,Tagged and released,01,Void 080471
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080473,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,63,T-080475,26,Tagged and released,01,"Genetics, Void 08044"
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080476,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080477,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080478,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080479,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080480,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080481,26,Tagged and released,08,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080482,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080483,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,49,T-080484,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,66,T-080485,26,Tagged and released,04,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,68,T-080486,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080487,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080488,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,66,T-080489,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080490,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080492,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080493,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,61,T-080494,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080495,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080496,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080497,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,61,T-080498,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080499,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080500,26,Tagged and released,01,Genetics
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080501,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,49,T-080502,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080503,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080504,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,52,T-080505,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080506,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080507,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080508,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,47,T-080509,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080510,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,42,T-080511,26,Tagged and released,08,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,51,T-080512,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080513,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,47,T-080514,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,64,T-080515,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080516,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080517,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,51,T-080518,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080519,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080520,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080521,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,57,T-080522,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080523,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080524,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,61,T-080525,26,Tagged and released,01,Genetics
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080526,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,51,T-080527,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,63,T-080528,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,59,T-080529,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080530,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,52,T-080531,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080532,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080533,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,60,T-080534,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080535,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,58,T-080536,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,47,T-080537,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,54,T-080538,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,55,T-080539,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080540,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,50,T-080541,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,56,T-080542,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080543,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,62,T-080544,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,64,T-080545,26,Tagged and released,04,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080546,26,Tagged and released,01,NA
2018,11,1,2018-05-14T23:02:00Z,710,345803,NSEI,53,T-080547,26,Tagged and released,01,NA
